F-volt,Object,Type
3.675464321,HIPS,H
3.66568915,HIPS,H
3.704789834,HIPS,H
3.734115347,HIPS,H
3.641251222,HIPS,H
3.690127077,HIPS,H
3.675464321,HIPS,H
3.611925709,HIPS,H
3.616813294,HIPS,H
3.675464321,HIPS,H
3.729227761,HIPS,H
3.71945259,HIPS,H
3.768328446,HIPS,H
3.572825024,HIPS,H
3.773216031,HIPS,H
3.787878788,HIPS,H
3.822091887,HIPS,H
3.890518084,HIPS,H
3.861192571,HIPS,H
3.787878788,HIPS,H
3.846529814,HIPS,H
3.846529814,HIPS,H
3.8514174,HIPS,H
3.817204301,HIPS,H
3.900293255,HIPS,H
3.910068426,HIPS,H
3.841642229,HIPS,H
3.861192571,HIPS,H
3.817204301,HIPS,H
3.817204301,HIPS,H
3.748778104,HIPS,H
3.607038123,HIPS,H
3.460410557,HIPS,H
3.396871945,HIPS,H
3.367546432,HIPS,H
3.323558162,HIPS,H
3.553274682,HIPS,H
3.567937439,HIPS,H
3.465298143,HIPS,H
3.191593353,HIPS,H
3.431085044,HIPS,H
3.255131965,HIPS,H
3.230694037,HIPS,H
3.235581623,HIPS,H
3.264907136,HIPS,H
3.528836755,HIPS,H
3.714565005,HIPS,H
3.831867058,HIPS,H
3.797653959,HIPS,H
3.866080156,HIPS,H
3.846529814,HIPS,H
3.826979472,HIPS,H
3.856304985,HIPS,H
3.880742913,HIPS,H
3.856304985,HIPS,H
3.880742913,HIPS,H
3.880742913,HIPS,H
3.910068426,HIPS,H
3.919843597,HIPS,H
3.919843597,HIPS,H
3.978494624,HIPS,H
4.012707722,HIPS,H
4.017595308,HIPS,H
4.017595308,HIPS,H
3.983382209,HIPS,H
3.988269795,HIPS,H
3.939393939,HIPS,H
3.939393939,HIPS,H
3.944281525,HIPS,H
3.939393939,HIPS,H
3.958944282,HIPS,H
3.958944282,HIPS,H
3.973607038,HIPS,H
3.968719453,HIPS,H
3.954056696,HIPS,H
3.963831867,HIPS,H
3.978494624,HIPS,H
3.958944282,HIPS,H
3.954056696,HIPS,H
3.954056696,HIPS,H
3.94916911,HIPS,H
3.939393939,HIPS,H
3.919843597,HIPS,H
3.919843597,HIPS,H
3.910068426,HIPS,H
3.910068426,HIPS,H
3.890518084,HIPS,H
3.914956012,HIPS,H
3.919843597,HIPS,H
3.900293255,HIPS,H
3.910068426,HIPS,H
3.94916911,HIPS,H
3.939393939,HIPS,H
3.934506354,HIPS,H
3.914956012,HIPS,H
3.934506354,HIPS,H
3.919843597,HIPS,H
3.944281525,HIPS,H
3.929618768,HIPS,H
3.934506354,HIPS,H
3.934506354,HIPS,H
3.929618768,HIPS,H
3.929618768,HIPS,H
3.929618768,HIPS,H
3.934506354,HIPS,H
3.919843597,HIPS,H
3.929618768,HIPS,H
3.944281525,HIPS,H
3.954056696,HIPS,H
3.831867058,HIPS,H
3.905180841,HIPS,H
3.924731183,HIPS,H
3.94916911,HIPS,H
3.934506354,HIPS,H
3.919843597,HIPS,H
3.89540567,HIPS,H
3.919843597,HIPS,H
3.924731183,HIPS,H
3.94916911,HIPS,H
3.880742913,HIPS,H
3.905180841,HIPS,H
3.924731183,HIPS,H
3.939393939,HIPS,H
3.94916911,HIPS,H
3.846529814,HIPS,H
3.910068426,HIPS,H
3.914956012,HIPS,H
3.924731183,HIPS,H
3.875855327,HIPS,H
3.885630499,HIPS,H
3.94916911,HIPS,H
3.94916911,HIPS,H
2.859237537,ABS,H
4.164222874,ABS,H
4.872922776,ABS,H
4.872922776,ABS,H
4.760508309,ABS,H
3.690127077,ABS,H
3.401759531,ABS,H
3.401759531,ABS,H
3.377321603,ABS,H
3.274682307,ABS,H
3.157380254,ABS,H
3.699902248,ABS,H
2.947214076,ABS,H
4.745845552,ABS,H
4.643206256,ABS,H
3.39198436,ABS,H
3.411534702,ABS,H
2.878787879,ABS,H
3.167155425,ABS,H
2.61485826,ABS,H
2.629521017,ABS,H
2.839687195,ABS,H
3.035190616,ABS,H
2.727272727,ABS,H
2.908113392,ABS,H
0,ABS,H
4.076246334,ABS,H
3.748778104,ABS,H
3.572825024,ABS,H
3.523949169,ABS,H
3.695014663,ABS,H
3.528836755,ABS,H
3.440860215,ABS,H
3.098729228,ABS,H
3.255131965,ABS,H
3.411534702,ABS,H
3.709677419,ABS,H
3.680351906,ABS,H
2.825024438,ABS,H
4.213098729,ABS,H
3.020527859,ABS,H
3.519061584,ABS,H
3.998044966,ABS,H
4.012707722,ABS,H
4.012707722,ABS,H
4.046920821,ABS,H
4.090909091,ABS,H
4.090909091,ABS,H
4.066471163,ABS,H
3.99315738,ABS,H
3.626588465,ABS,H
3.563049853,ABS,H
3.567937439,ABS,H
3.372434018,ABS,H
3.377321603,ABS,H
3.318670577,ABS,H
3.328445748,ABS,H
3.377321603,ABS,H
3.367546432,ABS,H
3.34799609,ABS,H
3.39198436,ABS,H
3.352883675,ABS,H
3.352883675,ABS,H
3.328445748,ABS,H
3.367546432,ABS,H
3.387096774,ABS,H
3.357771261,ABS,H
3.255131965,ABS,H
3.220918866,ABS,H
3.299120235,ABS,H
3.333333333,ABS,H
3.318670577,ABS,H
3.34799609,ABS,H
3.34799609,ABS,H
3.274682307,ABS,H
3.308895406,ABS,H
3.401759531,ABS,H
3.411534702,ABS,H
3.455522972,ABS,H
3.382209189,ABS,H
3.372434018,ABS,H
3.43597263,ABS,H
3.440860215,ABS,H
3.455522972,ABS,H
3.479960899,ABS,H
3.494623656,ABS,H
3.479960899,ABS,H
3.53372434,ABS,H
3.53372434,ABS,H
3.543499511,ABS,H
3.558162268,ABS,H
3.572825024,ABS,H
3.43597263,ABS,H
3.264907136,ABS,H
3.274682307,ABS,H
3.30400782,ABS,H
3.235581623,ABS,H
3.191593353,ABS,H
3.240469208,ABS,H
3.308895406,ABS,H
3.313782991,ABS,H
3.367546432,ABS,H
3.416422287,ABS,H
3.445747801,ABS,H
3.499511241,ABS,H
3.519061584,ABS,H
3.602150538,ABS,H
3.465298143,ABS,H
4.149560117,ABS,H
3.998044966,ABS,H
4.100684262,ABS,H
3.010752688,ABS,H
3.186705767,ABS,H
3.040078201,ABS,H
2.873900293,ABS,H
4.760508309,ABS,H
0.425219941,ABS,H
3.753665689,ABS,H
3.582600196,ABS,H
2.927663734,ABS,H
3.34799609,ABS,H
4.017595308,ABS,H
3.983382209,ABS,H
3.817204301,ABS,H
3.323558162,ABS,H
3.94916911,ABS,H
4.188660802,ABS,H
4.154447703,ABS,H
3.817204301,ABS,H
3.846529814,ABS,H
3.812316716,ABS,H
3.831867058,ABS,H
3.826979472,ABS,H
3.856304985,ABS,H
3.792766373,ABS,H
3.836754643,ABS,H
3.8514174,ABS,H
3.80742913,ABS,H
3.831867058,ABS,H
3.831867058,ABS,H
3.866080156,ABS,H
3.861192571,ABS,H
3.875855327,ABS,H
3.890518084,ABS,H
3.866080156,ABS,H
3.880742913,ABS,H
3.885630499,ABS,H
3.910068426,ABS,H
3.8514174,ABS,H
3.866080156,ABS,H
3.924731183,ABS,H
3.866080156,ABS,H
3.875855327,ABS,H
3.758553275,ABS,H
3.753665689,ABS,H
3.861192571,ABS,H
3.846529814,ABS,H
3.792766373,ABS,H
3.714565005,ABS,H
3.729227761,ABS,H
3.709677419,ABS,H
3.743890518,ABS,H
3.80742913,ABS,H
3.817204301,ABS,H
3.836754643,ABS,H
3.826979472,ABS,H
3.817204301,ABS,H
3.71945259,ABS,H
3.699902248,ABS,H
3.636363636,ABS,H
3.636363636,ABS,H
3.660801564,ABS,H
3.670576735,ABS,H
3.680351906,ABS,H
3.699902248,ABS,H
3.699902248,ABS,H
3.739002933,ABS,H
3.690127077,ABS,H
3.704789834,ABS,H
3.709677419,ABS,H
3.76344086,ABS,H
3.739002933,ABS,H
3.71945259,ABS,H
3.729227761,ABS,H
3.695014663,ABS,H
3.675464321,ABS,H
3.592375367,ABS,H
3.616813294,ABS,H
3.646138807,ABS,H
3.567937439,ABS,H
3.602150538,ABS,H
3.626588465,ABS,H
3.66568915,ABS,H
3.670576735,ABS,H
3.57771261,ABS,H
3.62170088,ABS,H
3.651026393,ABS,H
3.602150538,ABS,H
3.675464321,ABS,H
3.709677419,ABS,H
3.66568915,ABS,H
3.655913978,ABS,H
3.655913978,ABS,H
3.558162268,ABS,H
3.655913978,ABS,H
3.611925709,ABS,H
3.675464321,ABS,H
3.685239492,ABS,H
3.714565005,ABS,H
3.71945259,ABS,H
3.743890518,ABS,H
3.724340176,ABS,H
3.939393939,ABS,H
3.582600196,ABS,H
3.660801564,ABS,H
3.660801564,ABS,H
3.548387097,ABS,H
3.758553275,ABS,H
3.66568915,ABS,H
3.401759531,ABS,H
3.39198436,ABS,H
3.479960899,ABS,H
3.528836755,ABS,H
3.597262952,ABS,H
3.626588465,ABS,H
3.655913978,ABS,H
3.685239492,ABS,H
3.782991202,ABS,H
3.753665689,ABS,H
3.782991202,ABS,H
3.782991202,ABS,H
3.773216031,ABS,H
3.836754643,ABS,H
3.831867058,ABS,H
3.846529814,ABS,H
3.861192571,ABS,H
3.875855327,ABS,H
3.905180841,ABS,H
3.89540567,ABS,H
3.856304985,ABS,H
3.8514174,ABS,H
3.773216031,ABS,H
3.758553275,ABS,H
3.797653959,ABS,H
3.934506354,ABS,H
3.53372434,ABS,H
3.567937439,ABS,H
3.76344086,ABS,H
3.768328446,ABS,H
3.797653959,ABS,H
3.792766373,ABS,H
