White Sponge,TPU Box,Threadball,Rubber,Thermocol,Hollow TPU,Green Sponge,wood,PP,PLA,PC,Nylon,Metal,HIPS,ABS
,,4.902248289,4.916911046,,,,4.26686217,4.643206256,3.597262952,4.2228739,3.460410557,2.903225806,3.939393939,3.66568915
,,4.902248289,4.916911046,,,,4.261974585,4.643206256,3.567937439,4.525904203,3.445747801,3.020527859,3.919843597,3.655913978
,,4.902248289,4.91202346,,,,4.261974585,4.643206256,3.592375367,4.090909091,3.43597263,2.966764418,3.919843597,3.655913978
,,4.907135875,4.916911046,,,,4.271749756,4.6285435,3.592375367,4.076246334,3.411534702,2.996089932,3.910068426,3.558162268
,,4.907135875,4.916911046,,,,4.26686217,4.604105572,3.602150538,3.225806452,3.367546432,2.976539589,3.910068426,3.655913978
,,4.897360704,4.916911046,,,,4.26686217,4.574780059,3.602150538,3.201368524,3.39198436,3.010752688,3.890518084,3.611925709
,,4.902248289,4.91202346,,,,4.271749756,4.560117302,3.582600196,3.206256109,3.421309873,2.952101662,3.914956012,3.675464321
,,4.902248289,4.916911046,,,,4.271749756,4.530791789,3.592375367,3.191593353,3.396871945,2.986314761,3.919843597,3.685239492
,,4.902248289,4.916911046,,,,4.276637341,4.569892473,3.592375367,3.235581623,3.39198436,2.93255132,3.900293255,3.714565005
,,4.902248289,4.916911046,,,,4.276637341,4.565004888,3.597262952,3.093841642,3.431085044,2.922776149,3.910068426,3.71945259
,,4.907135875,4.916911046,,,,4.26686217,4.579667644,3.597262952,3.264907136,3.352883675,2.913000978,3.94916911,3.743890518
,,4.902248289,4.916911046,,,,4.276637341,4.608993157,3.602150538,3.255131965,3.357771261,2.961876833,3.939393939,3.724340176
,,4.907135875,4.91202346,,,,4.276637341,4.643206256,3.582600196,3.240469208,3.460410557,2.991202346,3.934506354,3.939393939
,,4.902248289,4.921798631,,,,4.276637341,4.579667644,3.602150538,3.220918866,3.470185728,2.996089932,3.914956012,3.582600196
,,4.902248289,4.916911046,,,,4.286412512,4.579667644,3.597262952,3.206256109,3.377321603,3.035190616,3.934506354,3.660801564
,,4.897360704,4.916911046,,,,4.286412512,4.530791789,3.602150538,3.220918866,3.352883675,2.981427175,3.919843597,3.660801564
,,4.907135875,4.921798631,,,,4.291300098,4.535679374,3.611925709,3.279569892,3.269794721,3.054740958,3.944281525,3.548387097
,,4.902248289,4.921798631,,,,4.296187683,4.530791789,3.607038123,3.123167155,3.196480938,3.059628543,3.929618768,3.758553275
,,4.897360704,4.916911046,,,,4.286412512,4.413489736,3.616813294,2.996089932,3.098729228,3.054740958,3.934506354,3.66568915
,,4.902248289,4.916911046,,,,4.291300098,4.149560117,3.57771261,2.986314761,3.206256109,3.054740958,3.934506354,3.401759531
,,4.907135875,4.916911046,,,,4.281524927,4.105571848,3.558162268,3.059628543,3.289345064,3.03030303,3.929618768,3.39198436
,,4.897360704,4.921798631,,,,4.286412512,4.173998045,3.587487781,3.157380254,3.416422287,2.986314761,3.929618768,3.479960899
,,4.907135875,4.916911046,,,,4.291300098,4.110459433,3.572825024,3.255131965,3.499511241,3.03030303,3.929618768,3.528836755
,,4.897360704,4.91202346,,,,4.296187683,4.08113392,3.587487781,3.367546432,3.57771261,3.000977517,3.934506354,3.597262952
,,4.907135875,4.916911046,,,,4.291300098,4.173998045,3.597262952,3.655913978,3.597262952,2.981427175,3.919843597,3.626588465
,,4.897360704,4.916911046,,,,4.296187683,4.208211144,3.587487781,4.462365591,3.563049853,3.015640274,3.929618768,3.655913978
,,4.902248289,4.916911046,,,,4.315738025,4.217986315,3.602150538,3.362658847,3.519061584,3.010752688,3.944281525,3.685239492
,,4.902248289,4.91202346,,,,4.320625611,4.296187683,3.602150538,3.338220919,3.289345064,3.020527859,3.954056696,3.782991202
,,4.907135875,4.916911046,,,,4.320625611,4.193548387,3.602150538,3.377321603,3.225806452,2.991202346,3.831867058,3.753665689
,,4.902248289,4.916911046,,,,4.315738025,4.301075269,3.587487781,3.333333333,3.343108504,3.020527859,3.905180841,3.782991202
,,4.902248289,4.916911046,,,,4.320625611,4.281524927,3.597262952,3.338220919,3.318670577,3.010752688,3.924731183,3.782991202
,,4.902248289,4.91202346,,,,4.276637341,4.428152493,3.597262952,3.269794721,3.255131965,3.035190616,3.94916911,3.773216031
,,4.902248289,4.916911046,,,,4.325513196,4.413489736,3.602150538,3.191593353,3.128054741,3.03030303,3.934506354,3.836754643
,,4.902248289,4.916911046,,,,4.330400782,4.467253177,3.611925709,3.157380254,3.220918866,2.991202346,3.919843597,3.831867058
,,4.897360704,4.916911046,,,,4.31085044,4.472140762,3.602150538,3.16226784,3.758553275,3.010752688,3.89540567,3.846529814
,,4.907135875,4.91202346,,,,4.330400782,4.516129032,3.592375367,3.206256109,3.94916911,3.035190616,3.919843597,3.861192571
,,4.902248289,4.921798631,,,,4.325513196,4.49657869,3.582600196,3.235581623,3.954056696,3.005865103,3.924731183,3.875855327
,,4.907135875,4.916911046,,,,4.330400782,4.477028348,3.587487781,3.255131965,4.389051808,3.020527859,3.94916911,3.905180841
,,4.902248289,4.91202346,,,,4.335288368,4.26686217,3.587487781,3.216031281,4.569892473,3.03030303,3.880742913,3.89540567
,,4.907135875,4.916911046,,,,4.345063539,4.408602151,3.57771261,3.299120235,4.760508309,3.049853372,3.905180841,3.856304985
,,4.902248289,4.91202346,,,,4.340175953,4.481915934,3.582600196,3.230694037,2.849462366,3.044965787,3.924731183,3.8514174
,,4.902248289,4.916911046,,,,4.325513196,4.45259042,3.597262952,3.26001955,3.196480938,3.059628543,3.939393939,3.773216031
,,4.902248289,4.921798631,,,,4.35483871,4.477028348,3.602150538,3.333333333,3.235581623,3.025415445,3.94916911,3.758553275
,,4.907135875,4.916911046,,,,4.349951124,4.511241447,3.597262952,3.318670577,3.421309873,3.035190616,3.846529814,3.797653959
,,4.907135875,4.916911046,,,,4.349951124,4.535679374,3.602150538,3.308895406,3.450635386,2.991202346,3.910068426,3.934506354
,,4.902248289,4.916911046,,,,4.35483871,4.535679374,3.611925709,3.333333333,3.357771261,2.961876833,3.914956012,3.53372434
,,4.902248289,4.921798631,,,,4.340175953,4.555229717,3.62170088,3.269794721,3.352883675,2.991202346,3.924731183,3.567937439
,,4.902248289,4.921798631,,,,4.345063539,4.555229717,3.62170088,3.313782991,3.284457478,2.996089932,3.875855327,3.76344086
,,4.902248289,4.916911046,,,,4.379276637,4.54056696,3.479960899,3.352883675,3.235581623,3.049853372,3.885630499,3.768328446
,,4.902248289,4.916911046,,,,4.379276637,4.467253177,3.470185728,3.30400782,3.172043011,3.049853372,3.94916911,3.797653959
,,4.902248289,4.916911046,,,,4.374389052,4.530791789,3.48973607,4.418377322,3.157380254,3.010752688,3.94916911,3.792766373
