Spike_Amplitude,Object,Type
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
-0.09411909,Green Sponge,S
-0.09411909,Green Sponge,S
-0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
-0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
-0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Green Sponge,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
-0.09411909,Hollow TPU,S
-0.09411909,Hollow TPU,S
-0.09411909,Hollow TPU,S
-0.09411909,Hollow TPU,S
-0.09411909,Hollow TPU,S
-0.09411909,Hollow TPU,S
-0.09411909,Hollow TPU,S
-0.09411909,Hollow TPU,S
-0.09411909,Hollow TPU,S
-0.09411909,Hollow TPU,S
-0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.1882382,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
-0.09411909,Hollow TPU,S
-0.09411909,Hollow TPU,S
-0.09411909,Hollow TPU,S
-0.09411909,Hollow TPU,S
-0.09411909,Hollow TPU,S
-0.09411909,Hollow TPU,S
-0.09411909,Hollow TPU,S
-0.09411909,Hollow TPU,S
-0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
-0.1882382,Hollow TPU,S
-0.09411909,Hollow TPU,S
-0.09411909,Hollow TPU,S
-0.09411909,Hollow TPU,S
-0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.1882382,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
-0.09411909,Hollow TPU,S
-0.09411909,Hollow TPU,S
-0.09411909,Hollow TPU,S
-0.09411909,Hollow TPU,S
-0.09411909,Hollow TPU,S
-0.1882382,Hollow TPU,S
-0.1882382,Hollow TPU,S
-0.09411909,Hollow TPU,S
-0.1882382,Hollow TPU,S
-0.09411909,Hollow TPU,S
-0.09411909,Hollow TPU,S
-0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
-0.1882382,Hollow TPU,S
-0.1882382,Hollow TPU,S
-0.09411909,Hollow TPU,S
-0.09411909,Hollow TPU,S
-0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
0.09411909,Hollow TPU,S
